"trial_type","trial_index","time_elapsed","internal_node_id","success","rt","response","stimulus","start_time","start_time_unix","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","win_width_deg","win_height_deg","trialType","correct","participantID","criticalSpacing","criticalSpacing_deg","isLeft","isUp","isEccen4","eccentricity","eccentricity_deg","viewingDistanceMean","critical_spacing","critical_spacing_deg","crowding_session","correctRate","viewDistance_1","viewDistance_2","viewDistance_3"
"html-keyboard-response","48","234972","0.0-48.0","","null","null","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=18.198378361580954 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=539.6660529716391 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=540.9160529716391 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=357.8339470283609 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=359.0839470283609 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""448.75,450 456.0630183446013,424.0023166263129 441.4369816553987,424.0023166263129"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","49","235127","0.0-49.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1440 height=900>
    
    <circle cx=657 cy=450 r=18.198378361580954 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=865.25 cy=450 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=947.9009572469446 cy=450 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=865.25 cy=532.6509572469446 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=782.5990427530554 cy=450 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=865.25 cy=367.34904275305536 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""865.25,450 872.5630183446013,475.9976833736871 857.9369816553987,475.9976833736871"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","50","238339","0.0-50.0","","3209.9000000059605","arrowdown","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=18.198378361580954 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=947.9009572469446 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=865.25 cy=532.6509572469446 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=782.5990427530554 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=865.25 cy=367.34904275305536 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""865.25,450 872.5630183446013,475.9976833736871 857.9369816553987,475.9976833736871"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","get_response","true","8GYhNwJamJ1CrFlS","","","false","false","true","208.25","4","690.142","82.65095724694463","1.59","1","0","","",""
"html-keyboard-response","51","238840","0.0-51.0","","null","null","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=18.198378361580954 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=947.9009572469446 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=865.25 cy=532.6509572469446 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=782.5990427530554 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=865.25 cy=367.34904275305536 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""865.25,450 872.5630183446013,475.9976833736871 857.9369816553987,475.9976833736871"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","52","238994","0.0-52.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1440 height=900>
    
    <circle cx=657 cy=450 r=18.198378361580954 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=448.75 cy=450 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=523.8872338608587 cy=450 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=525.1372338608587 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=373.6127661391413 cy=450 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=374.8627661391413 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""448.75,450 456.0630183446013,424.0023166263129 441.4369816553987,424.0023166263129"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","53","239578","0.0-53.0","","582.3999999910593","arrowup","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=18.198378361580954 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=523.8872338608587 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=525.1372338608587 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=373.6127661391413 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=374.8627661391413 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""448.75,450 456.0630183446013,424.0023166263129 441.4369816553987,424.0023166263129"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","get_response","true","8GYhNwJamJ1CrFlS","","","true","true","true","208.25","4","690.142","75.13723386085874","1.44","1","0","","",""
"html-keyboard-response","54","240080","0.0-54.0","","null","null","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=18.198378361580954 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=523.8872338608587 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=525.1372338608587 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=373.6127661391413 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=374.8627661391413 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""448.75,450 456.0630183446013,424.0023166263129 441.4369816553987,424.0023166263129"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","55","240232","0.0-55.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1440 height=900>
    
    <circle cx=657 cy=450 r=18.198378361580954 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=448.75 cy=450 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=517.0565762371443 cy=450 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=518.3065762371443 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=380.4434237628557 cy=450 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=381.6934237628557 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""448.75,450 456.0630183446013,424.0023166263129 441.4369816553987,424.0023166263129"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","56","240783","0.0-56.0","","549.4000000059605","arrowup","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=18.198378361580954 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=517.0565762371443 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=518.3065762371443 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=380.4434237628557 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=381.6934237628557 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""448.75,450 456.0630183446013,424.0023166263129 441.4369816553987,424.0023166263129"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","get_response","true","8GYhNwJamJ1CrFlS","","","true","true","true","208.25","4","690.142","68.30657623714431","1.31","1","0","","",""
"html-keyboard-response","57","241285","0.0-57.0","","null","null","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=18.198378361580954 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=517.0565762371443 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=518.3065762371443 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=380.4434237628557 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=381.6934237628557 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""448.75,450 456.0630183446013,424.0023166263129 441.4369816553987,424.0023166263129"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","58","241439","0.0-58.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1440 height=900>
    
    <circle cx=657 cy=450 r=18.198378361580954 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=448.75 cy=450 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=510.84688748831303 cy=450 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=512.096887488313 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=386.65311251168697 cy=450 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=387.90311251168697 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""448.75,450 456.0630183446013,475.9976833736871 441.4369816553987,475.9976833736871"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","59","246730","0.0-59.0","","5290.0999999940395","arrowdown","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=18.198378361580954 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=510.84688748831303 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=512.096887488313 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=386.65311251168697 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=387.90311251168697 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""448.75,450 456.0630183446013,475.9976833736871 441.4369816553987,475.9976833736871"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","get_response","true","8GYhNwJamJ1CrFlS","","","true","false","true","208.25","4","690.142","62.09688748831301","1.19","1","0","","",""
"html-keyboard-response","60","247232","0.0-60.0","","null","null","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=18.198378361580954 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=510.84688748831303 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=512.096887488313 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=386.65311251168697 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=387.90311251168697 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""448.75,450 456.0630183446013,475.9976833736871 441.4369816553987,475.9976833736871"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","61","247389","0.0-61.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1440 height=900>
    
    <circle cx=657 cy=450 r=18.198378361580954 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=865.25 cy=450 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=921.7017158984663 cy=450 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=865.25 cy=506.4517158984664 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=808.7982841015337 cy=450 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=865.25 cy=393.5482841015336 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""865.25,450 872.5630183446013,475.9976833736871 857.9369816553987,475.9976833736871"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","62","247794","0.0-62.0","","403.3999999910593","arrowup","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=18.198378361580954 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=921.7017158984663 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=865.25 cy=506.4517158984664 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=808.7982841015337 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=865.25 cy=393.5482841015336 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""865.25,450 872.5630183446013,475.9976833736871 857.9369816553987,475.9976833736871"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","get_response","false","8GYhNwJamJ1CrFlS","","","false","false","true","208.25","4","690.142","56.45171589846637","1.08","1","0","","",""
"html-keyboard-response","63","248296","0.0-63.0","","null","null","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=18.198378361580954 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=921.7017158984663 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=865.25 cy=506.4517158984664 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=808.7982841015337 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=865.25 cy=393.5482841015336 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""865.25,450 872.5630183446013,475.9976833736871 857.9369816553987,475.9976833736871"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","64","248450","0.0-64.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1440 height=900>
    
    <circle cx=657 cy=450 r=18.198378361580954 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=448.75 cy=450 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=522.1372306680063 cy=450 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=523.3872306680063 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=375.3627693319937 cy=450 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=376.6127693319937 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""448.75,450 456.0630183446013,475.9976833736871 441.4369816553987,475.9976833736871"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","65","248780","0.0-65.0","","328.3999999910593","arrowdown","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=18.198378361580954 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=522.1372306680063 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=523.3872306680063 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=375.3627693319937 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=376.6127693319937 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""448.75,450 456.0630183446013,475.9976833736871 441.4369816553987,475.9976833736871"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","get_response","true","8GYhNwJamJ1CrFlS","","","true","false","true","208.25","4","690.142","73.38723066800628","1.41","1","0","","",""
"html-keyboard-response","66","249283","0.0-66.0","","null","null","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=18.198378361580954 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=522.1372306680063 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=523.3872306680063 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=375.3627693319937 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=376.6127693319937 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""448.75,450 456.0630183446013,475.9976833736871 441.4369816553987,475.9976833736871"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","67","249438","0.0-67.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1440 height=900>
    
    <circle cx=657 cy=450 r=18.198378361580954 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=448.75 cy=450 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=522.1372306680063 cy=450 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=523.3872306680063 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=375.3627693319937 cy=450 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=376.6127693319937 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""448.75,450 456.0630183446013,424.0023166263129 441.4369816553987,424.0023166263129"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","68","249813","0.0-68.0","","373.6000000089407","arrowdown","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=18.198378361580954 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=522.1372306680063 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=523.3872306680063 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=375.3627693319937 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=376.6127693319937 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""448.75,450 456.0630183446013,424.0023166263129 441.4369816553987,424.0023166263129"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","get_response","false","8GYhNwJamJ1CrFlS","","","true","true","true","208.25","4","690.142","73.38723066800628","1.41","1","0","","",""
"html-keyboard-response","69","250315","0.0-69.0","","null","null","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=18.198378361580954 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=522.1372306680063 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=523.3872306680063 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=375.3627693319937 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=376.6127693319937 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""448.75,450 456.0630183446013,424.0023166263129 441.4369816553987,424.0023166263129"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","70","250467","0.0-70.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1440 height=900>
    
    <circle cx=657 cy=450 r=18.198378361580954 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=448.75 cy=450 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=544.1533998684082 cy=450 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=545.4033998684082 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=353.3466001315918 cy=450 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=354.5966001315918 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""448.75,450 456.0630183446013,475.9976833736871 441.4369816553987,475.9976833736871"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","71","250853","0.0-71.0","","384.59999999403954","arrowdown","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=18.198378361580954 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=544.1533998684082 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=545.4033998684082 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=353.3466001315918 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=354.5966001315918 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""448.75,450 456.0630183446013,475.9976833736871 441.4369816553987,475.9976833736871"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","get_response","true","8GYhNwJamJ1CrFlS","","","true","false","true","208.25","4","690.142","95.40339986840817","1.83","1","0","","",""
"html-keyboard-response","72","251355","0.0-72.0","","null","null","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=18.198378361580954 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=544.1533998684082 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=545.4033998684082 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=353.3466001315918 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=354.5966001315918 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""448.75,450 456.0630183446013,475.9976833736871 441.4369816553987,475.9976833736871"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","73","251510","0.0-73.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1440 height=900>
    
    <circle cx=657 cy=450 r=18.198378361580954 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=865.25 cy=450 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=960.6533998684082 cy=450 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=865.25 cy=545.4033998684082 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=769.8466001315918 cy=450 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=865.25 cy=354.5966001315918 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""865.25,450 872.5630183446013,475.9976833736871 857.9369816553987,475.9976833736871"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
