"trial_type","trial_index","time_elapsed","internal_node_id","success","rt","response","stimulus","start_time","start_time_unix","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","win_width_deg","win_height_deg","trialType","correct","participantID","criticalSpacing","criticalSpacing_deg","isLeft","isUp","isEccen4","eccentricity","eccentricity_deg","viewingDistanceMean","critical_spacing","critical_spacing_deg","crowding_session","correctRate","viewDistance_1","viewDistance_2","viewDistance_3"
"html-keyboard-response","12","216632","0.0-12.0","","230","arrowup","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=10.611963833956315 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=956.937 cy=450 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=838.78 cy=568.157 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=720.6229999999999 cy=450 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=838.78 cy=331.84299999999996 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""838.78,450 843.0444176666754,434.8400516657767 834.5155823333246,434.8400516657767"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","practice_get_response","true","UHB3ugGTmB1Cnwlb","118.15700000000001","3.89","false","true","false","181.78","6","416.88200000000006","","","","","","",""
"html-keyboard-response","13","217136","0.0-13.0","","null","null","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=10.611963833956315 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=956.937 cy=450 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=838.78 cy=568.157 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=720.6229999999999 cy=450 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=838.78 cy=331.84299999999996 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""838.78,450 843.0444176666754,434.8400516657767 834.5155823333246,434.8400516657767"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","14","217292","0.0-14.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1440 height=900>
    
    <circle cx=657 cy=450 r=10.611963833956315 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=838.78 cy=450 r=15.159948334223309 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=956.937 cy=450 r=15.159948334223309 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=838.78 cy=568.157 r=15.159948334223309 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=720.6229999999999 cy=450 r=15.159948334223309 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=838.78 cy=331.84299999999996 r=15.159948334223309 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""838.78,450 843.0444176666754,465.1599483342233 834.5155823333246,465.1599483342233"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","15","217614","0.0-15.0","","319.60000002384186","arrowdown","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=10.611963833956315 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=956.937 cy=450 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=838.78 cy=568.157 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=720.6229999999999 cy=450 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=838.78 cy=331.84299999999996 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""838.78,450 843.0444176666754,465.1599483342233 834.5155823333246,465.1599483342233"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","practice_get_response","true","UHB3ugGTmB1Cnwlb","118.15700000000001","3.89","false","false","false","181.78","6","416.88200000000006","","","","","","",""
"html-keyboard-response","16","218116","0.0-16.0","","null","null","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=10.611963833956315 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=956.937 cy=450 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=838.78 cy=568.157 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=720.6229999999999 cy=450 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=838.78 cy=331.84299999999996 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""838.78,450 843.0444176666754,465.1599483342233 834.5155823333246,465.1599483342233"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","17","218270","0.0-17.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1440 height=900>
    
    <circle cx=657 cy=450 r=10.611963833956315 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=838.78 cy=450 r=15.159948334223309 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=946.1954545454545 cy=450 r=15.159948334223309 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=838.78 cy=557.4154545454545 r=15.159948334223309 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=731.3645454545455 cy=450 r=15.159948334223309 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=838.78 cy=342.58454545454543 r=15.159948334223309 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""838.78,450 843.0444176666754,465.1599483342233 834.5155823333246,465.1599483342233"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","18","218558","0.0-18.0","","285.8000000715256","arrowdown","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=10.611963833956315 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=946.1954545454545 cy=450 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=838.78 cy=557.4154545454545 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=731.3645454545455 cy=450 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=838.78 cy=342.58454545454543 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""838.78,450 843.0444176666754,465.1599483342233 834.5155823333246,465.1599483342233"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","practice_get_response","true","UHB3ugGTmB1Cnwlb","107.41545454545455","3.54","false","false","false","181.78","6","416.88200000000006","","","","","","",""
"html-keyboard-response","19","219060","0.0-19.0","","null","null","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=10.611963833956315 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=946.1954545454545 cy=450 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=838.78 cy=557.4154545454545 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=731.3645454545455 cy=450 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=838.78 cy=342.58454545454543 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""838.78,450 843.0444176666754,465.1599483342233 834.5155823333246,465.1599483342233"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","20","219213","0.0-20.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1440 height=900>
    
    <circle cx=657 cy=450 r=10.611963833956315 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=475.22 cy=450 r=15.159948334223309 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=572.8704132231405 cy=450 r=15.159948334223309 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=475.22 cy=547.6504132231405 r=15.159948334223309 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=377.5695867768595 cy=450 r=15.159948334223309 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=475.22 cy=352.3495867768595 r=15.159948334223309 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""475.22,450 479.48441766667537,465.1599483342233 470.9555823333247,465.1599483342233"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","21","219581","0.0-21.0","","365.59999990463257","arrowup","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=10.611963833956315 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=572.8704132231405 cy=450 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=475.22 cy=547.6504132231405 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=377.5695867768595 cy=450 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=475.22 cy=352.3495867768595 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""475.22,450 479.48441766667537,465.1599483342233 470.9555823333247,465.1599483342233"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","practice_get_response","false","UHB3ugGTmB1Cnwlb","97.65041322314049","3.21","true","false","false","181.78","6","416.88200000000006","","","","","","",""
"html-keyboard-response","22","223315","0.0-22.0","","3731.7999999523163","arrowdown","<div> 
<h2 class=""bolded-blue"">Well done!</h2>
<p> Now that you have the hang of it, we&#39;ll start the study. This session has 25 trials and takes about 2 minute to complete. </p> 
<p>If you are ready for the real deal, please press the <b>down</b> arrow to continue.
</p>
</div>","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","23","227204","0.0-23.0","","3887.9000000953674","arrowdown","<div id=""continue""> 
<p>Again, please keep the <b>full screen</b> mode for the best experience.</p>
<p>Please do not move around and keep your eye on the black dot. Click <b>up</b> or <b>down</b> key on your keyboard to indicate the opening of the center circle. Make your best guess!</p>
<p>Please press the <b>down</b> arrow key to start the session 1. </p>
</div>","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","24","227707","0.0-24.0","","null","null","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=10.611963833956315 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=572.8704132231405 cy=450 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=475.22 cy=547.6504132231405 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=377.5695867768595 cy=450 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=475.22 cy=352.3495867768595 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""475.22,450 479.48441766667537,465.1599483342233 470.9555823333247,465.1599483342233"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","25","227863","0.0-25.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1440 height=900>
    
    <circle cx=657 cy=450 r=10.611963833956315 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=475.22 cy=450 r=15.159948334223309 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=593.3770000000001 cy=450 r=15.159948334223309 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=475.22 cy=568.157 r=15.159948334223309 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=357.063 cy=450 r=15.159948334223309 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=475.22 cy=331.84299999999996 r=15.159948334223309 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""475.22,450 479.48441766667537,465.1599483342233 470.9555823333247,465.1599483342233"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","26","228361","0.0-26.0","","495.39999997615814","arrowdown","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=10.611963833956315 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=593.3770000000001 cy=450 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=475.22 cy=568.157 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=357.063 cy=450 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=475.22 cy=331.84299999999996 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""475.22,450 479.48441766667537,465.1599483342233 470.9555823333247,465.1599483342233"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","get_response","true","UHB3ugGTmB1Cnwlb","","","true","false","false","181.78","6","416.88200000000006","118.15700000000001","3.89","1","0","","",""
"html-keyboard-response","27","228864","0.0-27.0","","null","null","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=10.611963833956315 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=593.3770000000001 cy=450 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=475.22 cy=568.157 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=357.063 cy=450 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=475.22 cy=331.84299999999996 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""475.22,450 479.48441766667537,465.1599483342233 470.9555823333247,465.1599483342233"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","28","229020","0.0-28.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1440 height=900>
    
    <circle cx=657 cy=450 r=10.611963833956315 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=475.22 cy=450 r=15.159948334223309 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=593.3770000000001 cy=450 r=15.159948334223309 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=475.22 cy=568.157 r=15.159948334223309 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=357.063 cy=450 r=15.159948334223309 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=475.22 cy=331.84299999999996 r=15.159948334223309 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""475.22,450 479.48441766667537,434.8400516657767 470.9555823333247,434.8400516657767"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","29","229390","0.0-29.0","","367.89999997615814","arrowdown","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=10.611963833956315 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=593.3770000000001 cy=450 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=475.22 cy=568.157 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=357.063 cy=450 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=475.22 cy=331.84299999999996 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""475.22,450 479.48441766667537,434.8400516657767 470.9555823333247,434.8400516657767"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","get_response","false","UHB3ugGTmB1Cnwlb","","","true","true","false","181.78","6","416.88200000000006","118.15700000000001","3.89","1","0","","",""
"html-keyboard-response","30","229895","0.0-30.0","","null","null","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=10.611963833956315 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=593.3770000000001 cy=450 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=475.22 cy=568.157 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=357.063 cy=450 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=475.22 cy=331.84299999999996 r=15.159948334223309 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""475.22,450 479.48441766667537,434.8400516657767 470.9555823333247,434.8400516657767"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","31","230054","0.0-31.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1440 height=900>
    
    <circle cx=657 cy=450 r=10.611963833956315 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=475.22 cy=450 r=15.159948334223309 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=626.6801033315535 cy=450 r=15.159948334223309 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=475.22 cy=601.4601033315535 r=15.159948334223309 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=323.75989666844663 cy=450 r=15.159948334223309 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=475.22 cy=298.5398966684466 r=15.159948334223309 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""475.22,450 479.48441766667537,465.1599483342233 470.9555823333247,465.1599483342233"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
